Calc. data		1140529-3_004	
2θ, °	Intensity, counts	2θ, °	Intensity, counts
10	0	10	-37.1026077270508
10.0200004577637	0	10.0200004577637	24.4742870330811
10.039999961853	0	10.039999961853	20.0556259155273
10.0600004196167	0	10.0600004196167	13.3333883285522
10.0799999237061	0	10.0799999237061	6.48101615905762
10.1000003814697	0	10.1000003814697	-22.3814678192139
10.1199998855591	0	10.1199998855591	-2.54359102249146
10.1400003433228	0	10.1400003433228	10.1653900146484
10.1599998474121	0	10.1599998474121	22.0234699249268
10.1800003051758	0	10.1800003051758	8.28479385375977
10.1999998092651	0	10.1999998092651	-14.9762868881226
10.2200002670288	0	10.2200002670288	4.8222713470459
10.2399997711182	0	10.2399997711182	5.92619037628174
10.2600002288818	0	10.2600002288818	16.2983856201172
10.2799997329712	0	10.2799997329712	-15.4405851364136
10.3000001907349	0	10.3000001907349	-12.3476438522339
10.3199996948242	0	10.3199996948242	11.2516899108887
10.3400001525879	0	10.3400001525879	-9.23066234588623
10.3599996566772	0	10.3599996566772	17.2512836456299
10.3800001144409	0	10.3800001144409	3.2696385383606
10.3999996185303	0	10.3999996185303	11.0707187652588
10.4200000762939	0	10.4200000762939	-11.194372177124
10.4399995803833	0	10.4399995803833	22.3894157409668
10.460000038147	0	10.460000038147	-3.77966713905334
10.4799995422363	0	10.4799995422363	5.19253826141357
10.5	0	10.5	-2.34640693664551
10.5200004577637	0	10.5200004577637	12.7933416366577
10.539999961853	0	10.539999961853	-21.3540554046631
10.5600004196167	0	10.5600004196167	2.72661089897156
10.5799999237061	0	10.5799999237061	-0.692601144313812
10.6000003814697	0	10.6000003814697	-13.8855905532837
10.6199998855591	0	10.6199998855591	-16.1994552612305
10.6400003433228	0	10.6400003433228	9.40642166137695
10.6599998474121	0	10.6599998474121	-19.4058246612549
10.6800003051758	0	10.6800003051758	29.762845993042
10.6999998092651	0	10.6999998092651	5.46444845199585
10.7200002670288	0	10.7200002670288	35.9927864074707
10.7399997711182	0	10.7399997711182	5.21389770507813
10.7600002288818	0	10.7600002288818	16.0459136962891
10.7799997329712	0	10.7799997329712	-1.92478835582733
10.8000001907349	0	10.8000001907349	-36.930103302002
10.8199996948242	0	10.8199996948242	14.0028829574585
10.8400001525879	0	10.8400001525879	-7.34872198104858
10.8599996566772	0	10.8599996566772	-10.3165864944458
10.8800001144409	0	10.8800001144409	5.23406457901001
10.8999996185303	0	10.8999996185303	-33.6973533630371
10.9200000762939	0	10.9200000762939	3.81600880622864
10.9399995803833	0	10.9399995803833	10.1476306915283
10.960000038147	0	10.960000038147	-35.7224960327148
10.9799995422363	0	10.9799995422363	-13.2801055908203
11	0	11	15.4791126251221
11.0200004577637	0	11.0200004577637	-9.19415760040283
11.039999961853	0	11.039999961853	-1.59254062175751
11.0600004196167	0	11.0600004196167	-16.98122215271
11.0799999237061	0	11.0799999237061	-5.247398853302
11.1000003814697	0	11.1000003814697	18.7650527954102
11.1199998855591	0	11.1199998855591	15.4350957870483
11.1400003433228	0	11.1400003433228	-10.8499460220337
11.1599998474121	0	11.1599998474121	7.50654125213623
11.1800003051758	0	11.1800003051758	27.0991268157959
11.1999998092651	0	11.1999998092651	-17.9128284454346
11.2200002670288	0	11.2200002670288	-8.51134300231934
11.2399997711182	0	11.2399997711182	15.1231756210327
11.2600002288818	0	11.2600002288818	10.8454751968384
11.2799997329712	0	11.2799997329712	10.0052967071533
11.3000001907349	0	11.3000001907349	17.8668117523193
11.3199996948242	0	11.3199996948242	34.1189041137695
11.3400001525879	0	11.3400001525879	-6.68305635452271
11.3599996566772	0	11.3599996566772	12.9838438034058
11.3800001144409	0	11.3800001144409	-3.29824709892273
11.3999996185303	0	11.3999996185303	-18.3581295013428
11.4200000762939	0	11.4200000762939	29.3508243560791
11.4399995803833	0	11.4399995803833	-0.248175263404846
11.460000038147	0	11.460000038147	-12.0725812911987
11.4799995422363	0	11.4799995422363	20.1184463500977
11.5	0	11.5	42.8953399658203
11.5200004577637	0	11.5200004577637	2.6611499786377
11.539999961853	0	11.539999961853	-8.21333503723145
11.5600004196167	0	11.5600004196167	14.630690574646
11.5799999237061	0	11.5799999237061	13.4426708221436
11.6000003814697	0	11.6000003814697	33.1383590698242
11.6199998855591	0	11.6199998855591	-32.423698425293
11.6400003433228	0	11.6400003433228	0.716484546661377
11.6599998474121	0	11.6599998474121	-7.90986156463623
11.6800003051758	0	11.6800003051758	-28.7559432983398
11.6999998092651	0	11.6999998092651	15.4282970428467
11.7200002670288	0	11.7200002670288	4.67994785308838
11.7399997711182	0	11.7399997711182	-9.94221782684326
11.7600002288818	0	11.7600002288818	23.6624412536621
11.7799997329712	0	11.7799997329712	-15.1002540588379
11.8000001907349	0	11.8000001907349	32.562198638916
11.8199996948242	0	11.8199996948242	11.7191038131714
11.8400001525879	0	11.8400001525879	-1.26450896263123
11.8599996566772	0	11.8599996566772	-8.83365154266357
11.8800001144409	0	11.8800001144409	4.81843423843384
11.8999996185303	0	11.8999996185303	13.8226652145386
11.9200000762939	0	11.9200000762939	17.4549903869629
11.9399995803833	0	11.9399995803833	-6.56827020645142
11.960000038147	0	11.960000038147	-2.72913098335266
11.9799995422363	0	11.9799995422363	-3.48706936836243
12	0	12	1.49720478057861
12.0200004577637	0	12.0200004577637	-15.2055435180664
12.039999961853	0	12.039999961853	4.89181900024414
